name,matric_no,department,level,attendance,study_hours,ca1,ca2,assignment_score,num_courses,exam_score,gpa_sem1,gpa_sem2,cgpa,avg_course_score,at_risk
Yusuf Balogun,2024007347,Computer Science,300,75.65608019940586,5.0,82.30888601344489,46.59434538892643,72.91765932958977,6,66.16021533901086,3.47,3.46,3.39,66.83,0
Yusuf Adeyemi,2020007776,Business Education,300,55.831925509071056,5.0,92.62815208074704,88.08249370874381,30.98873134337768,6,72.27612654850387,3.42,3.72,3.67,71.25,0
Emeka Abdullahi,2023004490,Physics,200,98.448345394961,5.0,49.08105481911242,68.20588000176244,94.93678817179551,9,57.72456758949411,3.15,3.27,3.06,65.53,0
Ngozi Olawale,2022009329,Biology,400,60.9789487856364,9.0,37.750698102038804,83.22951796292323,48.52019944748832,6,32.88771227545938,2.37,2.36,2.24,47.06,0
Ibrahim Ajayi,2021006767,English Language,300,79.55280184946592,7.0,96.92326616658404,63.07891883358,,5,36.996629904215915,2.93,2.78,2.92,53.35,0
Ngozi Olawale,2018004002,Yoruba Education,300,36.5097928525393,4.0,40.80961616154997,64.94359577955564,37.577460903239995,8,75.84971469410249,2.66,2.97,2.98,59.01,1
Aisha Abdullahi,2020001096,Educational Management,300,,10.0,43.83668875782477,73.38035725657483,46.81742637957492,7,99.68887097100433,3.68,3.44,3.61,72.68,0
Ibrahim Sanni,2022007073,Early Childhood Education,400,91.88199486596326,9.0,50.3930617490926,94.95794257160769,49.17343180242317,5,31.10622674143073,2.36,2.45,2.4,51.35,0
Aisha Eze,2024002881,Economics,300,74.66478388816098,10.0,67.05739478184012,64.42688069890369,32.296699964841004,8,69.0308447778468,2.92,3.05,2.77,60.37,0
Sola Balogun,2018007807,English Language,200,63.85628761573847,8.0,91.79778962238547,67.00602766758037,49.55483685356104,6,82.57061270177905,3.68,3.92,3.6,74.7,0
Sola Balogun,2023005725,English Language,400,95.83593746332218,4.0,83.23822159109068,72.13978744692707,43.50592155454375,9,87.8742379609715,3.68,3.99,3.85,74.93,0
Kemi Ogunleye,2023005200,Early Childhood Education,300,90.5089844495699,8.0,79.57102876898446,81.6260596108408,56.503464920416306,9,68.1643430855848,3.46,3.66,3.52,70.81,0
Yusuf Sanni,2024002473,Yoruba Education,400,55.94401879849099,4.0,42.262639749920254,35.0295234840364,56.96174161491784,6,73.39411861288735,2.81,2.85,2.72,56.21,0
Sola Eze,2020007402,Yoruba Education,100,70.39564613268708,3.0,55.037784206818195,66.09812069653805,53.73054184220153,7,78.77074616921874,3.24,3.44,3.35,66.48,0
Ibrahim Adeyemi,2018002492,Geography,200,,5.0,63.488344826067454,63.71141124442305,52.954671847149285,7,90.12763747854015,3.38,3.5,3.46,72.08,0
Ade Ogunleye,2019004759,History,400,76.09316250746605,10.0,40.31981674399101,94.51794889662993,36.281189441887584,8,38.56026760419731,2.6,2.46,2.62,49.65,0
Tunde Olawale,2023008525,Business Education,300,56.717232352319115,6.0,,64.54546063054389,31.764346298831352,5,94.83275373924045,3.46,3.23,3.36,67.02,0
Ade Okeke,2024009282,Yoruba Education,400,50.873325049782736,4.0,51.5833242766991,62.78243742860317,44.14800101095266,6,31.8212182486099,2.35,2.03,2.31,44.43,1
Ibrahim Eze,2022009901,Biology,100,,5.0,38.909333883032744,97.35399919742915,,5,,3.73,4.01,3.87,79.26,0
Yusuf Okeke,2018009621,Economics,100,95.0518424674029,3.0,68.51677843357803,61.54035245206171,99.35668358857855,8,35.37182985917881,3.05,3.03,3.03,60.03,0
Kemi Sanni,2018006003,Early Childhood Education,400,89.81598757452863,7.0,79.3519737566935,42.661910122546324,94.99683225401303,5,43.62397481234456,3.14,3.15,3.25,60.85,0
Yusuf Balogun,2021002804,Economics,200,98.5832879996965,4.0,34.895214203380284,45.18412859640518,65.29535488764381,7,30.272590246679282,1.9,2.14,1.92,41.18,1
Yusuf Okeke,2022008550,Computer Science,300,83.42444917567975,6.0,63.67861712342048,36.663127683588186,67.2276699044554,8,61.167969387522845,2.9,2.94,3.2,57.98,0
Ibrahim Nwosu,2018008213,Business Education,200,84.70336985652997,4.0,84.75478366874566,30.03976904812611,52.02070983250898,9,53.40514587021746,2.72,2.82,2.81,54.73,0
Ngozi Ajayi,2022009911,Biology,200,84.56835597757166,4.0,82.35930902667128,60.23619627003373,84.17576070463593,6,41.61950380409191,3.38,3.09,3.27,62.0,0
Chioma Sanni,2021006857,Early Childhood Education,400,66.23949601124993,10.0,87.0551167353128,83.8469806908755,83.5329681552854,5,61.57631125627344,4.06,3.84,4.0,75.52,0
Ngozi Ogunleye,2018002274,Early Childhood Education,100,64.66939264342766,4.0,61.37684432194249,81.3426509959885,89.09906503077113,8,58.165961822052864,3.23,3.37,3.49,69.63,0
Kemi Abdullahi,2018005525,Biology,400,50.614707949685204,1.0,87.43899578479025,32.25043614619951,92.6853204037819,5,83.7362722889119,4.17,3.85,4.09,75.97,0
Kemi Eze,2021005033,History,400,76.91324763335388,4.0,46.85271498499886,69.89880325158231,60.4044473757707,5,92.51912142490227,3.48,3.72,3.44,72.44,0
Kemi Sanni,2023008585,Yoruba Education,300,53.80580884665174,6.0,55.25673929922607,40.79981877894332,83.68128976750384,9,75.67970762369572,3.46,3.21,3.47,66.22,0
Ngozi Ogunleye,2023004532,Geography,200,51.75754663065304,1.0,42.34489034924609,95.8753399335288,86.4479110157115,9,,3.17,3.03,3.06,60.42,0
Ade Okeke,2021003957,Computer Science,100,73.08748931624356,4.0,,41.71554997509255,51.59217357484251,8,50.67735562968954,2.42,2.48,2.46,51.48,0
Aisha Balogun,2020001720,Business Education,300,61.6488552346278,2.0,,73.8647452388237,95.0469570804305,9,93.93228077825958,4.22,4.06,4.01,82.84,0
Ngozi Olawale,2024008518,Educational Management,200,49.22567957165109,6.0,46.86489814900185,52.83668535148398,36.60390518477588,5,36.21141451055224,2.07,1.92,2.05,41.75,1
Ibrahim Nwosu,2021007797,Educational Management,100,88.04364108893402,8.0,82.62464964615471,74.90929281750465,99.5988425414298,5,58.479908757357855,3.82,3.93,3.81,74.82,0
Ngozi Abdullahi,2020001371,Physics,200,90.93704475413443,10.0,51.96927404781526,58.85810175248526,83.90635027112086,6,95.97532334634369,3.9,4.03,3.97,77.34,0
Ade Balogun,2021004903,Biology,400,45.900468779055764,4.0,49.096303110208495,83.17501366144762,36.528963372702904,5,96.546538902864,3.8,3.7,3.72,72.38,1
Ngozi Olawale,2018005316,Political Science,200,,9.0,39.16232315953465,46.14753877295005,75.93607536735004,9,,2.8,3.08,3.13,55.76,1
Ade Ogunleye,2020005223,Computer Science,100,56.848447954409295,3.0,60.71751912613641,93.40542970399821,32.39255876497821,5,76.71778216691581,3.37,3.37,3.57,67.99,0
Yusuf Abdullahi,2021009269,Biology,300,86.83820431924892,8.0,51.20752401861114,65.01467545193465,83.9130864610928,7,61.97219188477993,3.41,3.7,3.56,64.82,0
Kemi Eze,2024002355,Biology,100,89.54630130523108,6.0,55.849098893867804,82.9265203398997,85.94560451613387,9,82.74223776054393,3.99,3.87,3.93,78.04,0
Yusuf Okeke,2023003756,Mathematics,400,43.9913895575432,8.0,46.519808383438686,89.4811133980859,72.16871771640135,8,32.2106931485099,2.84,2.76,2.76,54.52,1
Chioma Balogun,2023002628,Mathematics,400,85.33183357689833,8.0,83.42088428739302,99.91800276683634,89.98022743415993,6,40.09100042449509,3.44,3.48,3.57,70.7,0
Sola Ajayi,2021003196,Economics,400,42.520770875112916,6.0,,45.676196591577074,,7,72.99391624805195,3.08,3.29,3.15,64.72,1
Ade Okeke,2018009163,Early Childhood Education,400,60.354068360174395,3.0,64.85522969522214,50.08246894944184,,7,46.27865837101445,2.48,2.69,2.55,51.36,0
Chioma Okeke,2020009465,Physics,100,99.90961847577454,6.0,75.00988963385828,47.53031607123218,58.99242651148694,8,76.6236609488404,3.25,3.33,3.39,66.96,0
Sola Okeke,2024001401,Biology,100,47.518403510009136,9.0,90.70205936246941,48.40099325118479,,7,54.585604922290884,2.93,3.08,2.95,56.25,1
Chioma Abdullahi,2018006688,Physics,200,45.007632867545716,10.0,99.9180746133561,70.77113190775643,61.37512612998163,6,92.06518906894749,4.31,4.2,4.25,83.24,1
Sola Sanni,2024003095,Business Education,200,62.482021615541576,10.0,72.94615393108825,99.54657662020901,48.564941927879616,8,87.34815698919905,3.93,4.0,3.81,79.15,0
Sola Eze,2022002732,Computer Science,400,75.278454188041,,92.28456265779081,99.31946609649282,57.49145084712271,9,64.49864600481476,4.0,3.64,3.89,75.62,0
Yusuf Eze,2019003628,Geography,300,95.63855085686146,6.0,93.60257725889494,66.87412619536154,59.75718423946145,7,84.10265609664005,4.09,3.95,4.21,77.69,0
Sola Abdullahi,2023002749,Business Education,300,,2.0,85.40160414653357,,91.55882134413795,5,48.97965203645633,3.53,3.48,3.58,69.93,0
Chioma Olawale,2023005411,Geography,400,39.52664137844065,7.0,62.265197375117715,90.19793805911242,48.923867936934734,7,64.59818437683037,3.18,3.21,3.34,66.12,1
Aisha Eze,2018009959,Educational Management,300,43.969838627613846,10.0,35.68078002967295,95.30534209174536,92.56201901013904,9,43.82374363042947,3.35,3.0,3.09,62.24,1
Aisha Adeyemi,2018006277,English Language,200,86.3979683032396,1.0,,44.27024391306807,59.817967536899445,9,90.26203179646957,3.15,3.56,3.38,63.14,0
Yusuf Balogun,2022007508,Political Science,200,52.591089897605926,7.0,63.40404432980472,66.99792102597169,52.94654044857902,7,,3.6,3.55,3.48,71.72,0
Ade Ajayi,2024005439,History,300,92.51518886791344,,64.60201734742324,88.29859382630586,65.17584345346023,5,93.15047678863009,3.99,3.83,3.89,80.88,0
Ibrahim Nwosu,2018001125,Yoruba Education,100,78.12446171989063,9.0,58.51536715040806,51.22414536442142,59.24203004539878,7,91.42338868569816,3.38,3.41,3.48,70.37,0
Yusuf Olawale,2022001756,Yoruba Education,300,42.26991215474402,4.0,69.77171459039552,60.78663297363267,48.01606191386023,9,97.17173834416464,3.51,3.72,3.63,74.58,1
Sola Olawale,2018003419,Business Education,300,89.11440352006046,2.0,68.65138923130989,,65.1875527357247,9,45.98353621423482,3.34,3.33,3.2,64.96,0
Chioma Eze,2022003192,Guidance and Counselling,300,46.46316470052493,,88.5629128722885,98.95326877046097,40.62612131551819,5,95.22770035567208,4.07,4.27,4.04,83.72,1
Sola Nwosu,2022008564,Computer Science,300,62.5272006541775,10.0,37.60599722835837,93.42747675356271,54.63509601160763,6,69.98492339463984,3.72,3.36,3.4,65.13,0
Ngozi Nwosu,2018008591,Political Science,400,70.89202035635645,6.0,45.76243662738818,85.89138413796402,69.60531535618634,7,59.57465587427065,3.04,3.11,3.12,64.08,0
Emeka Abdullahi,2022008686,Guidance and Counselling,400,67.5497996902181,10.0,,48.839135050596404,58.9385771072901,5,69.22617271775111,3.13,3.37,3.46,66.35,0
Tunde Olawale,2024006737,Early Childhood Education,300,79.60058951498478,1.0,89.34858070565582,52.45950518470312,87.67386527355575,9,53.982164965519445,3.45,3.24,3.48,67.49,0
Tunde Abdullahi,2024006005,Biology,200,77.42463776650159,7.0,99.63769495346075,68.30979888434123,47.97052330746163,5,50.198710487266645,3.39,3.07,3.04,63.26,0
Ibrahim Abdullahi,2018006841,Geography,100,99.48273035932357,1.0,91.10384114709589,69.25441621934085,97.8840105181707,8,46.892003658427015,3.53,3.38,3.6,70.41,0
Yusuf Ajayi,2019004660,History,400,99.9624240995722,10.0,92.29293049506317,65.38519735499469,84.9305414595946,9,35.76995926199888,3.23,2.96,3.19,62.83,0
Emeka Olawale,2019007031,Mathematics,400,68.56986117131666,7.0,52.00435598409334,74.56691959414142,97.73151181982306,8,64.75954280030312,3.26,3.7,3.33,70.76,0
Aisha Olawale,2021008149,Mathematics,300,41.18794065245616,,58.11631438065635,58.58261158430922,88.66955883812129,8,92.14331729997213,3.79,4.0,3.87,77.93,1
Sola Okeke,2019007865,Business Education,400,82.3098144329667,6.0,48.76595733743857,82.4421910120873,39.94727480961499,6,74.11063784920692,3.03,3.34,3.3,63.88,0
Yusuf Ajayi,2023006523,Biology,400,98.4831650840783,1.0,72.44095787349009,53.34849485348488,66.85220634445096,9,66.46829429290415,2.97,3.26,3.17,65.12,0
Sola Olawale,2023001522,Chemistry,400,55.69121519588632,1.0,,53.14738978624468,41.898496483705,7,60.00150427756415,3.13,3.22,3.04,62.15,0
Kemi Balogun,2023007523,English Language,300,64.9785775794423,4.0,54.12486205581324,38.90581733242796,87.27591468390801,5,62.508113842203436,2.72,2.79,2.81,61.06,0
Yusuf Olawale,2019004299,Educational Management,100,62.61050011300463,8.0,68.99012473170151,43.209854702024344,70.89135044283071,6,44.649414330036564,2.53,2.85,2.48,54.48,0
Ngozi Ajayi,2018007692,Biology,100,,2.0,50.740974131743954,89.53646152449502,48.441452004983404,6,87.6055114035168,3.56,3.67,3.59,72.79,1
Kemi Adeyemi,2024005855,Yoruba Education,100,78.69718802952391,9.0,41.88599816408953,61.2397637006309,95.07192804050199,7,43.88680742970696,2.74,2.95,2.96,57.19,0
Ibrahim Sanni,2020008929,Geography,200,57.96695017945041,3.0,43.66298708730589,45.95074505869837,38.06302373199825,6,80.1635929709119,2.94,2.94,2.94,57.6,0
Tunde Adeyemi,2022004045,History,300,86.18515185104765,5.0,34.056174117669094,83.15387700156711,69.47036824299198,7,83.19895080473069,3.58,3.38,3.43,70.62,0
Aisha Olawale,2024009381,Yoruba Education,200,89.08780489332909,3.0,96.45054661064802,68.77867880718016,80.47283882667078,7,70.24083294194139,4.0,3.64,3.91,77.24,0
Kemi Olawale,2018008599,English Language,100,88.38000112885996,,58.201572595534074,31.480920799630542,34.11939761327022,6,90.40484624683799,3.16,2.94,3.15,60.92,0
Kemi Eze,2018003979,Mathematics,100,62.08328987259221,5.0,88.38846244014758,52.14530201357006,71.84992232443426,8,50.3735246715455,3.3,3.22,3.39,62.63,0
Aisha Adeyemi,2018005342,Physics,400,55.900469345658465,1.0,77.69306308827838,42.39009877849387,87.11308508241659,6,91.71320548700044,3.91,4.01,4.05,78.12,0
Sola Balogun,2019005781,Yoruba Education,400,83.67335067835856,6.0,43.43448129877598,75.91110026879883,34.726912009263735,8,81.05873217195129,3.21,2.96,3.19,63.24,0
Yusuf Ajayi,2018007916,Yoruba Education,200,87.090313199777,8.0,42.282357260536145,49.252172844117695,65.8570079774639,6,85.91248794332324,3.37,3.15,3.33,65.84,0
Sola Ajayi,2023007201,Geography,400,66.93173401543879,10.0,86.83917410573814,34.546274544696054,48.099002470411804,9,76.520579666912,3.25,3.12,3.21,64.51,0
Aisha Ogunleye,2022008667,Chemistry,300,93.0470162698597,4.0,48.52981974336761,,76.40471160758446,6,,3.31,3.32,3.33,67.45,0
Ibrahim Eze,2024004328,Biology,400,44.354065245106284,9.0,,70.72091085711004,38.30741569551914,5,99.51692039023452,3.97,3.82,3.87,80.4,1
Yusuf Nwosu,2023005542,Physics,400,92.1394706778324,9.0,39.80387832826435,,95.59360014693549,5,59.4113998167247,2.73,2.64,2.57,57.15,0
Ibrahim Eze,2024004877,Physics,300,41.246190143172285,10.0,77.43960301181286,89.4154479195262,92.63100072003122,9,86.97409785966993,4.4,4.21,4.21,86.69,1
Ngozi Nwosu,2019009185,Computer Science,200,,4.0,87.01317132216538,40.87779834800929,43.01820939129964,9,82.12058316626235,3.34,3.36,3.32,67.03,1
Kemi Abdullahi,2020003744,Business Education,300,69.69960086280742,9.0,46.46794718909515,72.4596434636801,52.62861190555732,6,61.70091159984126,2.85,2.77,2.84,58.99,0
Ibrahim Ajayi,2023006283,Physics,200,,6.0,49.334515441959624,61.128161960752195,71.13444822571302,8,94.88642998127584,3.61,3.7,3.8,74.27,1
Kemi Sanni,2019002081,Yoruba Education,200,38.432461591007176,1.0,97.51632202974412,60.999606486233176,80.26436356439754,7,57.60981507008163,3.36,3.7,3.52,70.8,1
Ibrahim Eze,2018008651,English Language,300,35.033718370770856,3.0,48.52183237423108,35.02579996520321,60.98592106121808,5,69.58261413933663,2.98,2.64,2.91,56.74,1
Ibrahim Sanni,2022004457,Computer Science,300,63.360582880127104,7.0,60.096993493003346,86.19265751485509,40.94039253726825,7,37.41596498936731,2.63,2.59,2.72,52.41,0
Tunde Eze,2023004064,History,300,85.35055228399494,2.0,60.27609152696563,92.51367393272768,37.29060456620101,8,45.80426358463863,2.69,2.97,2.81,56.34,0
Sola Ajayi,2024006245,Geography,200,37.264492768194515,5.0,47.71243249507785,30.77116671689599,99.98357358400408,9,88.84873193736325,3.68,3.5,3.65,71.23,1
Ibrahim Adeyemi,2024005488,Biology,200,77.3967444202806,8.0,84.30537605059634,42.50229229879824,61.874648501044106,9,57.758690598019314,2.96,2.96,2.93,60.84,0
Chioma Balogun,2018008630,Physics,100,,2.0,84.02945402604087,93.27329321568351,91.07722244039488,5,57.585886259068076,3.62,4.01,3.95,76.71,0
Ade Olawale,2023005782,Physics,300,45.92005515756162,5.0,56.482260995664994,68.46455289600408,63.76632032403801,6,47.21867127334342,2.98,2.79,2.95,56.63,1
Ade Eze,2023005652,Political Science,300,44.54614276339127,3.0,88.45880537565137,40.50277047737471,94.56503469822023,7,64.4127234008218,3.44,3.69,3.45,70.47,1
Tunde Okeke,2022001944,Chemistry,400,90.95206328533484,6.0,44.915245407930165,44.19533168264112,36.14315679400854,5,86.40718729454358,2.92,3.05,3.0,59.61,0
Yusuf Okeke,2023001197,Educational Management,300,88.50309964675616,3.0,30.301404296737505,76.19903709659799,37.98134339341857,7,92.66148824416177,3.3,3.25,3.44,65.96,0
Ngozi Okeke,2023004586,Economics,200,70.03121480717215,10.0,69.98171534390187,80.73717755728111,95.0742531406957,5,34.908010243092875,3.33,3.23,3.26,63.12,0
Kemi Ogunleye,2021009982,Geography,100,88.24799215410872,1.0,99.5854440716665,,96.32451315313494,5,70.23745118680807,4.09,4.13,4.15,81.67,0
Tunde Ajayi,2018009255,Physics,100,41.02914503259216,10.0,32.70510168788192,96.72038659387681,52.030221322575436,5,62.70913575246342,2.89,3.22,3.11,61.37,1
Chioma Abdullahi,2021006660,Early Childhood Education,200,60.64129866601904,8.0,44.55986515959224,64.5844522563244,54.86154208957103,6,72.99972953301048,3.18,3.02,3.0,62.0,0
Aisha Balogun,2019006676,Guidance and Counselling,200,82.95684114691423,9.0,66.32402497409589,51.019033849976864,61.67151643843306,8,61.30929808357884,2.94,3.02,3.03,60.33,0
Ibrahim Okeke,2018004523,English Language,200,51.73437735605762,9.0,86.69585155114095,63.406303698305756,59.13131760471036,5,57.90513745973906,3.53,3.24,3.25,65.01,0
Ade Adeyemi,2018002597,Computer Science,200,83.90137943818092,2.0,36.232940355253724,55.17664055666277,43.303165117171766,9,63.03164987006426,2.61,2.71,2.6,52.16,0
Yusuf Adeyemi,2022001076,Yoruba Education,400,67.7716092854029,10.0,57.666425763122604,45.70911248722804,92.88627687575621,6,70.73993901294898,3.04,3.22,3.24,67.55,0
Yusuf Nwosu,2021004049,Biology,100,83.76728921663515,6.0,82.29530604409204,33.217427453809805,47.73153204939506,5,65.06882477222437,2.99,3.09,3.07,58.68,0
Yusuf Abdullahi,2021003847,History,200,65.20417646072642,10.0,56.00802458844531,54.65487454955869,79.36906866343561,6,,3.45,3.23,3.31,63.23,0
Sola Ajayi,2023002724,Economics,100,58.91378211441814,9.0,,79.79865433968196,34.700897441448106,8,87.24847169706565,3.56,3.12,3.39,66.44,0
Aisha Eze,2021003332,Computer Science,200,49.2472990711111,6.0,43.684707917761116,31.290646201263566,32.712593206990064,5,82.19535938665004,3.0,2.9,2.94,54.42,1
Aisha Olawale,2022001223,English Language,300,48.544657193275974,4.0,58.703415084049595,,,5,53.896494592683496,2.88,3.37,3.12,60.6,1
Chioma Adeyemi,2018006471,Mathematics,100,83.84690268714074,2.0,63.55919523641238,75.0806581014908,53.73111003012822,9,86.04039822607243,3.78,3.79,3.85,72.89,0
Yusuf Eze,2023009346,Physics,200,42.72917262220743,2.0,90.32700924712097,72.72828764220151,75.88215749040009,7,89.75554683031501,4.08,4.4,4.16,83.69,1
Kemi Olawale,2021007216,Biology,100,40.588852757211434,4.0,74.95766929975954,84.36539051221011,36.581484151818124,6,40.74445437619333,2.81,2.79,2.8,55.48,1
Yusuf Adeyemi,2019005033,Chemistry,400,46.45893872643846,9.0,78.3281368160851,86.73638009618583,96.48959659411044,8,70.78777232115311,3.84,3.78,3.78,80.63,1
Yusuf Balogun,2023004781,English Language,300,46.397523244504924,6.0,98.80910200751349,79.81940746435714,82.39601268251667,9,49.97183955194497,3.51,3.33,3.26,72.19,1
Ade Abdullahi,2023003767,Political Science,100,88.50199548244848,5.0,58.82904082106816,37.19583873013246,91.33870631180594,6,81.74206253487057,3.41,3.55,3.38,70.17,0
Ibrahim Ogunleye,2018002281,Mathematics,100,60.902930525823805,3.0,58.23480822743898,63.25157108030525,39.55293878311576,7,46.714973055107826,2.68,2.46,2.72,50.89,0
Tunde Adeyemi,2019006385,Physics,100,99.37524972843136,6.0,94.63428774080685,72.2384170241326,52.41126782250086,5,76.99824669211223,3.85,3.6,3.76,74.66,0
Tunde Eze,2018006098,Chemistry,200,43.9187317563898,7.0,47.2112910903541,47.18962271666162,55.784091494444084,6,47.858725924034374,2.5,2.45,2.34,49.18,1
Yusuf Eze,2019001065,History,400,77.48008867008681,10.0,81.08706724120066,32.97862723527436,67.6020853828773,7,65.78006344009603,2.93,3.22,2.92,62.65,0
Emeka Eze,2018004739,Biology,300,64.16741796808128,8.0,82.82011967526942,45.65132246132328,50.780793985519,5,96.40525275413344,3.67,3.5,3.58,74.41,0
Chioma Abdullahi,2022003501,History,400,60.539681485309806,7.0,36.845159821181014,61.84260812128472,34.24415195325836,9,56.69152769195041,2.35,2.4,2.53,49.26,0
Ade Okeke,2021002532,Physics,200,91.88047293851534,10.0,62.77619839855088,,55.82148665162295,9,91.30169401742454,3.73,3.83,3.76,72.04,0
Ngozi Abdullahi,2024007326,Biology,200,98.41371697884597,5.0,44.03937299250878,42.36668869290131,47.81845202390975,6,,3.5,3.16,3.46,66.48,0
Tunde Nwosu,2023005731,English Language,200,91.73583232032162,10.0,42.97626909617399,87.7090879878445,57.01449040242504,6,91.23955941636143,3.86,3.83,3.88,74.04,0
Tunde Eze,2022006703,English Language,100,47.49954413728365,4.0,62.467967732401334,94.79806681157072,43.78716798340184,5,41.610622080634,2.73,2.77,2.8,56.85,1
Emeka Ajayi,2021007420,Business Education,400,49.35186487858071,2.0,50.26007952556455,44.09438233369006,48.33274621953149,7,87.37607536746141,2.76,3.26,2.88,63.49,1
Yusuf Sanni,2018009835,Geography,100,77.64480214117911,5.0,85.72423133381096,95.07010408970551,73.88666383025881,5,32.25045765703929,2.93,3.36,3.24,63.84,0
Chioma Ogunleye,2018008224,History,200,53.79043280648246,,93.53234239733376,31.250267142262658,57.170768420464555,6,57.531131858951554,3.18,3.08,3.1,59.4,0
Aisha Ogunleye,2022006582,Political Science,300,82.7571335007377,2.0,86.1904423701856,94.74737308948617,54.17683752186444,7,90.95133613225047,4.11,4.31,4.29,83.4,0
