name,matric_no,department,level,attendance,study_hours,ca1,ca2,assignment_score,num_courses,exam_score,gpa_sem1,gpa_sem2,cgpa,avg_course_score,at_risk
Tunde Abdullahi,20191300199,Yoruba Education,200,51.0,2.0,97.0,31,38,8,40.74793865963532,1.0,0.0,0.5,40.36161589528258,1
Kemi Eze,20180800200,Mathematics,400,72.0,6.0,46.0,90,89,5,50.19233461162752,3.0,3.0,3.0,45.96154102710553,0
Emeka Olawale,20190100201,Physics,100,67.0,4.0,79.0,70,44,5,66.64627539456299,4.0,4.0,4.0,65.48589538099101,0
Ibrahim Nwosu,20231200202,Economics,100,47.0,6.0,69.0,73,86,6,72.99526496709997,5.0,5.0,5.0,72.97505649875767,0
Sola Ogunleye,20200600203,Guidance and Counselling,200,40.0,4.0,87.0,93,98,6,63.51977728990472,4.0,4.0,4.0,62.45521357068207,0
Chioma Sanni,20190600204,Guidance and Counselling,400,76.0,4.0,50.0,60,51,9,45.69491641762936,2.0,0.0,1.0,42.619090125620254,1
Chioma Nwosu,20221000205,Business Education,300,61.0,4.0,47.0,76,93,7,87.50662464827238,5.0,5.0,5.0,84.278604735128,0
Sola Ajayi,20180200206,History,200,,9.0,84.0,31,70,8,77.40283358077828,5.0,5.0,5.0,79.58665774787502,0
Emeka Olawale,20200100207,Physics,400,,7.0,58.0,98,85,9,68.6152610290859,4.0,5.0,4.5,73.21969044739747,0
Aisha Nwosu,20180700208,Chemistry,300,71.0,3.0,53.0,87,52,5,75.46239552162876,5.0,5.0,5.0,69.28096473482826,0
Yusuf Sanni,20201200209,Economics,200,74.0,3.0,46.0,73,54,6,52.77671098757683,3.0,3.0,3.0,51.79385498938028,0
Emeka Ogunleye,20221500210,Geography,400,,6.0,47.0,85,35,7,69.366439684397,4.0,4.0,4.0,71.56233209657995,0
Aisha Olawale,20180400211,Biology,100,44.0,6.0,71.0,72,63,9,60.94362880688026,4.0,3.0,3.5,60.84581752567772,0
Emeka Ogunleye,20210800212,Mathematics,100,99.0,4.0,74.0,63,92,7,88.16766707240646,5.0,5.0,5.0,84.82660720668984,0
Yusuf Sanni,20230500213,English Language,400,95.0,9.0,46.0,59,38,6,43.230662585402335,1.0,1.0,1.0,41.7972943732116,1
Sola Nwosu,20231200214,Economics,100,85.0,4.0,43.0,99,89,9,77.4392774895419,5.0,5.0,5.0,78.34572820183747,0
Aisha Okeke,20200100215,Physics,400,89.0,,78.0,84,78,9,100.0,5.0,5.0,5.0,99.07842367185891,0
Aisha Sanni,20211300216,Yoruba Education,300,87.0,4.0,58.0,96,80,7,43.10283195139425,1.0,1.0,1.0,42.95889214963857,1
Yusuf Balogun,20180900217,Educational Management,400,45.0,2.0,33.0,42,89,6,54.40813694143623,3.0,3.0,3.0,54.350655448691306,0
Yusuf Olawale,20210800218,Mathematics,300,64.0,2.0,49.0,32,99,5,52.88042844170815,4.0,2.0,3.0,51.30758361273326,0
Ngozi Nwosu,20210300219,Computer Science,200,95.0,5.0,76.0,55,66,9,70.517432438611,5.0,4.0,4.5,72.9671395105241,0
Aisha Eze,20180600220,Guidance and Counselling,400,85.0,4.0,38.0,86,60,5,79.33964361367707,5.0,5.0,5.0,77.90716882315377,0
Ibrahim Okeke,20221300221,Yoruba Education,200,98.0,,56.0,53,70,6,77.84587879077472,5.0,5.0,5.0,74.829474814078,0
Ade Adeyemi,20210200222,History,100,95.0,5.0,44.0,82,91,9,77.15742783636664,5.0,4.0,4.5,83.84634613663623,0
Ngozi Okeke,20210100223,Physics,300,79.0,6.0,48.0,99,87,9,75.0345040163136,4.0,5.0,4.5,74.80112174800135,0
Chioma Olawale,20221500224,Geography,400,68.0,4.0,,72,43,5,63.55585781348129,3.0,4.0,3.5,55.75549571288434,0
Ade Balogun,20210300225,Computer Science,200,46.0,2.0,55.0,89,65,8,65.33605751986114,4.0,4.0,4.0,69.1002920318741,0
Emeka Balogun,20211000226,Business Education,300,79.0,9.0,55.0,87,65,5,88.77455314774764,5.0,5.0,5.0,92.52913975538934,0
Ade Olawale,20210500227,English Language,300,52.0,7.0,55.0,78,37,5,45.96873542382147,3.0,3.0,3.0,47.34026201729257,0
Ngozi Sanni,20231100228,Early Childhood Education,100,77.0,4.0,75.0,71,55,8,64.67093047534622,3.0,4.0,3.5,66.56583610480823,0
Tunde Balogun,20191400229,Political Science,100,57.0,,78.0,95,65,6,67.95939230670238,5.0,5.0,5.0,74.4386192447068,0
Tunde Balogun,20220400230,Biology,300,41.0,3.0,82.0,40,77,6,66.87325655071147,5.0,3.0,4.0,63.98485125880598,0
Ibrahim Olawale,20210400231,Biology,300,47.0,9.0,32.0,47,57,9,54.746353133953,3.0,3.0,3.0,55.14607329587744,0
Yusuf Eze,20231300232,Yoruba Education,400,50.0,5.0,95.0,81,97,7,99.03738767708846,5.0,5.0,5.0,104.94649571424182,0
Yusuf Sanni,20220300233,Computer Science,300,72.0,3.0,71.0,75,91,7,90.01851484881064,5.0,5.0,5.0,96.56322209171526,0
Yusuf Okeke,20201100234,Early Childhood Education,400,93.0,5.0,48.0,73,80,9,68.34084083715621,4.0,4.0,4.0,67.24256389843299,0
Chioma Ajayi,20201100235,Early Childhood Education,300,77.0,2.0,46.0,51,71,7,44.46881520158395,1.0,0.0,0.5,50.49926775185135,1
Ibrahim Adeyemi,20210600236,Guidance and Counselling,100,87.0,4.0,62.0,82,58,5,86.62462706605194,5.0,5.0,5.0,89.0325191700228,0
Yusuf Nwosu,20231000237,Business Education,400,66.0,2.0,78.0,88,39,5,79.81550015752813,5.0,5.0,5.0,84.30114365113384,0
Tunde Eze,20230900238,Educational Management,200,59.0,2.0,85.0,59,68,8,62.99548379249875,4.0,3.0,3.5,65.30494650197211,0
Aisha Ajayi,20220600239,Guidance and Counselling,100,51.0,8.0,92.0,37,30,8,48.63706078152749,0.0,3.0,1.5,49.55339951310861,1
Emeka Ajayi,20221200240,Economics,400,82.0,1.0,32.0,86,68,9,38.21353076759778,1.0,0.0,0.5,44.84169214530654,1
Aisha Sanni,20230200241,History,400,70.0,7.0,78.0,49,50,9,76.26555364323676,5.0,5.0,5.0,74.67972375052354,0
Emeka Ajayi,20220400242,Biology,200,66.0,5.0,84.0,54,94,9,51.41197312726118,2.0,4.0,3.0,57.118822548323095,0
Ngozi Balogun,20231200243,Economics,400,71.0,8.0,55.0,48,44,5,28.248217503463195,0.0,0.0,0.0,34.430284304646946,1
Ade Balogun,20191500244,Geography,300,49.0,1.0,81.0,34,33,7,38.774888611715575,0.0,1.0,0.5,42.86403357554583,1
Aisha Okeke,20230800245,Mathematics,200,42.0,7.0,36.0,56,89,9,59.15782006568298,4.0,3.0,3.5,58.94263312024998,0
Ade Ogunleye,20200700246,Chemistry,100,84.0,5.0,75.0,69,90,9,73.19106305531783,5.0,5.0,5.0,73.92436909925487,0
Ngozi Ogunleye,20220100247,Physics,100,66.0,4.0,75.0,55,49,5,76.44433912968229,5.0,4.0,4.5,72.61992228386366,0
Emeka Olawale,20230500248,English Language,300,,7.0,45.0,56,39,5,61.14526772315822,4.0,3.0,3.5,59.78752781332865,0
Ibrahim Ogunleye,20231000249,Business Education,100,70.0,2.0,53.0,91,63,5,58.7101188482667,3.0,4.0,3.5,60.57225410758224,0
Kemi Balogun,20220600250,Guidance and Counselling,400,54.0,1.0,90.0,79,77,7,78.75860404319451,5.0,5.0,5.0,74.47846712589461,0
Kemi Olawale,20190400251,Biology,400,55.0,1.0,83.0,71,62,9,68.93785503058027,5.0,5.0,5.0,68.04412104658606,0
Ade Adeyemi,20191200252,Economics,300,52.0,1.0,91.0,58,90,6,71.6836980568961,5.0,5.0,5.0,77.51818398160042,0
Kemi Abdullahi,20221400253,Political Science,100,88.0,5.0,30.0,68,39,6,48.86928401163448,2.0,3.0,2.5,48.40619179331284,0
Chioma Olawale,20181300254,Yoruba Education,100,74.0,7.0,78.0,89,83,9,97.96895299709908,5.0,5.0,5.0,101.06983800356164,0
Aisha Ajayi,20220200255,History,300,91.0,2.0,54.0,70,94,9,78.67975232959313,5.0,5.0,5.0,80.37925969475879,0
Chioma Ajayi,20220200256,History,200,50.0,8.0,39.0,62,30,9,41.46289149278085,0.0,1.0,0.5,40.53982318326014,1
Ibrahim Adeyemi,20190800257,Mathematics,100,98.0,4.0,45.0,45,34,9,50.23345362611864,3.0,3.0,3.0,49.76830764956375,0
Chioma Sanni,20190100258,Physics,200,60.0,3.0,87.0,52,44,7,71.09247516446655,5.0,5.0,5.0,71.59307090679151,0
Emeka Nwosu,20220100259,Physics,100,90.0,8.0,58.0,36,57,6,43.24653961231965,1.0,2.0,1.5,37.09347214674136,1
Chioma Ajayi,20220200260,History,100,93.0,2.0,35.0,55,52,8,43.020912214261614,2.0,0.0,1.0,45.86183661688813,1
Aisha Nwosu,20220200261,History,100,,3.0,45.0,41,46,6,28.26131436342354,0.0,0.0,0.0,27.90617413826115,1
Aisha Nwosu,20191100262,Early Childhood Education,100,69.0,3.0,49.0,34,42,6,34.91108762395198,0.0,0.0,0.0,37.85683911375865,1
Ibrahim Ajayi,20220600263,Guidance and Counselling,400,99.0,1.0,72.0,98,43,5,83.00964363871587,5.0,5.0,5.0,84.17424547937173,0
Ibrahim Nwosu,20221100264,Early Childhood Education,200,87.0,6.0,55.0,78,40,9,66.7265640281338,4.0,4.0,4.0,66.23888517570859,0
Yusuf Sanni,20211000265,Business Education,200,92.0,2.0,62.0,55,57,9,63.46531265266415,3.0,3.0,3.0,64.0579585368146,0
Ibrahim Sanni,20180900266,Educational Management,100,74.0,1.0,55.0,34,71,9,48.546929924582,2.0,3.0,2.5,49.14966273656725,0
Emeka Balogun,20201500267,Geography,100,61.0,2.0,74.0,51,90,5,52.392704977231965,3.0,3.0,3.0,56.821275276421375,0
Ibrahim Okeke,20181400268,Political Science,200,77.0,6.0,92.0,42,93,7,58.065575229774126,4.0,3.0,3.5,58.2535387081101,0
Kemi Sanni,20211500269,Geography,400,70.0,4.0,96.0,57,60,7,64.97236965091393,5.0,5.0,5.0,65.83686617384019,0
Yusuf Olawale,20200600270,Guidance and Counselling,300,53.0,6.0,81.0,62,39,8,63.34861891658731,3.0,4.0,3.5,59.56294956840699,0
Sola Ogunleye,20221200271,Economics,300,63.0,9.0,97.0,52,37,7,76.94755349004058,5.0,5.0,5.0,76.80642314514513,0
Ngozi Sanni,20210700272,Chemistry,200,89.0,,,47,50,7,68.97467006323446,4.0,4.0,4.0,73.33760036862392,0
Kemi Okeke,20220200273,History,100,88.0,1.0,31.0,59,88,9,41.46332691072682,2.0,0.0,1.0,42.74978992876326,1
Yusuf Okeke,20190300274,Computer Science,100,71.0,8.0,43.0,55,79,6,38.98367771699269,0.0,0.0,0.0,35.74064150770501,1
Emeka Nwosu,20230900275,Educational Management,400,75.0,9.0,59.0,45,98,7,88.21124435486382,5.0,5.0,5.0,85.28975934713921,0
Sola Balogun,20211000276,Business Education,300,71.0,6.0,78.0,68,99,7,68.38777060449412,4.0,4.0,4.0,66.16328432226211,0
Ngozi Olawale,20190800277,Mathematics,400,94.0,5.0,41.0,62,59,5,62.037774683056654,4.0,4.0,4.0,65.0366678138371,0
Sola Adeyemi,20210900278,Educational Management,300,54.0,6.0,73.0,55,46,8,83.55584428064424,5.0,5.0,5.0,86.18546581752115,0
Ade Ogunleye,20210200279,History,200,82.0,6.0,62.0,77,49,5,77.49233951663848,5.0,4.0,4.5,67.12957495811548,0
Kemi Adeyemi,20190400280,Biology,300,97.0,9.0,42.0,94,77,9,74.48048556249198,4.0,5.0,4.5,74.23632847963961,0
Aisha Abdullahi,20201000281,Business Education,400,74.0,4.0,55.0,67,31,6,53.56740687389906,3.0,2.0,2.5,54.01032117505981,0
Chioma Abdullahi,20180700282,Chemistry,400,42.0,2.0,50.0,31,66,8,50.89162459048312,3.0,3.0,3.0,48.00519400390517,0
Ibrahim Sanni,20220400283,Biology,400,55.0,9.0,57.0,35,30,5,58.10498834436138,3.0,3.0,3.0,56.93356335352971,0
Yusuf Balogun,20210900284,Educational Management,200,44.0,2.0,,75,33,7,64.40834871092817,3.0,4.0,3.5,68.40134435831726,0
Ibrahim Balogun,20220300285,Computer Science,300,60.0,9.0,69.0,79,83,7,97.12711824434504,5.0,5.0,5.0,98.35364787978855,0
Tunde Sanni,20230300286,Computer Science,300,49.0,2.0,95.0,67,54,8,100.0,5.0,5.0,5.0,98.50125207906449,0
Aisha Eze,20191100287,Early Childhood Education,400,58.0,,52.0,47,32,7,56.901417233475975,3.0,4.0,3.5,56.33949214865186,0
Kemi Ogunleye,20220700288,Chemistry,300,64.0,9.0,77.0,56,38,5,31.254237170306737,0.0,0.0,0.0,30.57061778332005,1
Ade Balogun,20190100289,Physics,100,43.0,9.0,31.0,70,63,5,47.2149869759036,2.0,3.0,2.5,48.0608525704601,0
Kemi Olawale,20220500290,English Language,100,68.0,9.0,49.0,46,72,7,81.45071579806533,5.0,5.0,5.0,77.16152382935731,0
Kemi Eze,20181400291,Political Science,100,58.0,2.0,88.0,91,51,7,78.82150318143962,5.0,5.0,5.0,76.81223728206979,0
Ade Abdullahi,20180200292,History,300,,4.0,75.0,58,99,9,79.76708256015661,5.0,5.0,5.0,82.87327190957083,0
Emeka Abdullahi,20180800293,Mathematics,200,41.0,7.0,32.0,87,31,6,56.76245232972894,4.0,3.0,3.5,56.54475286885137,0
Yusuf Nwosu,20180200294,History,200,49.0,2.0,84.0,99,95,8,60.104157529086905,3.0,3.0,3.0,57.55443277080653,0
Sola Nwosu,20180100295,Physics,200,82.0,1.0,41.0,51,61,5,71.48368505444618,4.0,5.0,4.5,69.05770492947305,0
Emeka Adeyemi,20181500296,Geography,200,64.0,3.0,,35,45,8,32.656981458776215,0.0,0.0,0.0,34.81951226516827,1
Chioma Balogun,20191100297,Early Childhood Education,100,59.0,4.0,95.0,55,30,9,80.87435289104056,5.0,5.0,5.0,79.32093709505021,0
Aisha Ajayi,20211100298,Early Childhood Education,100,87.0,8.0,45.0,68,77,5,49.11749298914372,2.0,3.0,2.5,50.65020312640347,0
Tunde Ajayi,20221500299,Geography,400,58.0,6.0,63.0,41,79,9,61.632604440437575,4.0,3.0,3.5,59.75210147776314,0
Ade Olawale,20181300300,Yoruba Education,300,62.0,2.0,73.0,43,42,9,62.70065673372999,4.0,3.0,3.5,59.31076205573003,0
Emeka Abdullahi,20191500301,Geography,300,63.0,9.0,35.0,51,44,7,43.2904390744965,2.0,0.0,1.0,44.02378294998886,1
Sola Balogun,20190300302,Computer Science,200,50.0,2.0,93.0,80,82,8,69.5692617586901,4.0,4.0,4.0,69.2771187409497,0
Ibrahim Ajayi,20190300303,Computer Science,100,85.0,5.0,51.0,52,73,8,49.57815287700816,1.0,2.0,1.5,51.63352589225408,1
Yusuf Eze,20211200304,Economics,200,73.0,4.0,47.0,77,37,7,44.405422316141546,2.0,1.0,1.5,47.05779527923575,1
Sola Eze,20220400305,Biology,400,,7.0,41.0,79,75,8,47.82332258624381,3.0,1.0,2.0,46.74942191998362,0
Emeka Eze,20210900306,Educational Management,300,67.0,8.0,81.0,42,98,7,80.41294172122032,5.0,5.0,5.0,81.45974320327366,0
Yusuf Adeyemi,20200800307,Mathematics,300,44.0,5.0,80.0,39,48,5,53.844521269119454,3.0,2.0,2.5,52.67809191274134,0
Yusuf Eze,20190700308,Chemistry,200,98.0,5.0,77.0,84,67,9,87.49683314486225,5.0,5.0,5.0,89.39777403707642,0
Yusuf Okeke,20200900309,Educational Management,400,44.0,2.0,48.0,38,40,9,52.22434081930456,2.0,3.0,2.5,52.92458720262648,0
Emeka Ajayi,20230200310,History,300,90.0,8.0,35.0,81,72,8,86.88161103750065,5.0,5.0,5.0,85.01010148541232,0
Aisha Abdullahi,20181200311,Economics,400,60.0,2.0,56.0,31,49,6,26.921406563942757,0.0,0.0,0.0,24.79867289088721,1
Ade Ajayi,20180300312,Computer Science,400,51.0,6.0,82.0,54,49,9,48.91173517098776,1.0,3.0,2.0,49.717738946299264,0
Ade Nwosu,20211100313,Early Childhood Education,200,,8.0,77.0,42,50,7,60.71776767042609,4.0,3.0,3.5,64.20434082838383,0
Aisha Balogun,20220700314,Chemistry,100,43.0,6.0,36.0,80,86,6,69.8032048260588,5.0,5.0,5.0,72.50709345967688,0
Sola Okeke,20200300315,Computer Science,200,93.0,4.0,88.0,87,79,6,100.0,5.0,5.0,5.0,97.17097178806029,0
Chioma Nwosu,20220500316,English Language,100,88.0,4.0,98.0,63,55,9,52.39413585833376,3.0,2.0,2.5,49.880605970266096,0
Kemi Okeke,20210800317,Mathematics,400,81.0,6.0,40.0,64,59,9,77.54238238474755,5.0,5.0,5.0,75.47094925004829,0
Yusuf Eze,20180400318,Biology,100,59.0,4.0,44.0,32,60,9,43.91645765698092,2.0,1.0,1.5,42.12676886822696,1
Tunde Nwosu,20221300319,Yoruba Education,400,77.0,8.0,93.0,88,71,7,46.06092754675967,2.0,0.0,1.0,40.61094723620236,1
Ibrahim Eze,20220900320,Educational Management,300,64.0,9.0,32.0,99,97,6,73.4554926911735,5.0,4.0,4.5,75.82562230356267,0
Ade Abdullahi,20180900321,Educational Management,300,53.0,1.0,98.0,77,90,8,70.96735526936207,5.0,4.0,4.5,69.59970706324602,0
Ade Okeke,20201500322,Geography,300,50.0,4.0,52.0,93,90,7,51.28932327993978,3.0,3.0,3.0,52.67554604763233,0
Ade Nwosu,20180100323,Physics,200,71.0,4.0,82.0,48,99,5,44.51239165487564,0.0,1.0,0.5,43.56511763022436,1
Yusuf Ajayi,20221500324,Geography,200,50.0,2.0,66.0,96,97,9,50.17913182654973,3.0,2.0,2.5,50.110234125606375,0
Sola Olawale,20200500325,English Language,400,57.0,6.0,38.0,34,46,6,42.08876132713407,2.0,0.0,1.0,40.03320369190255,1
Ade Okeke,20200700326,Chemistry,300,66.0,3.0,,96,48,7,57.78165922573058,4.0,3.0,3.5,57.69688596583586,0
Kemi Balogun,20181400327,Political Science,200,94.0,7.0,32.0,40,80,5,52.54690283753568,3.0,3.0,3.0,49.93316540209214,0
Ade Nwosu,20221500328,Geography,300,93.0,5.0,99.0,97,99,7,77.09009382024341,5.0,5.0,5.0,77.0275751619297,0
Ibrahim Abdullahi,20211300329,Yoruba Education,200,57.0,4.0,46.0,98,92,7,55.87388277465523,3.0,3.0,3.0,60.2455519998531,0
Ade Nwosu,20221200330,Economics,100,,5.0,55.0,30,59,8,51.7260355854627,3.0,2.0,2.5,53.287849739945706,0
Emeka Abdullahi,20191500331,Geography,100,62.0,8.0,50.0,92,54,8,44.45347384467656,2.0,3.0,2.5,45.32662954775565,0
Chioma Nwosu,20231500332,Geography,300,50.0,3.0,50.0,58,55,7,60.919076522204,3.0,4.0,3.5,56.95985406810202,0
Ibrahim Nwosu,20211400333,Political Science,400,60.0,7.0,40.0,41,85,5,77.35598759079846,5.0,5.0,5.0,79.05775679697247,0
Emeka Nwosu,20200100334,Physics,200,83.0,6.0,67.0,70,51,6,37.62360886114668,0.0,0.0,0.0,39.61696901422594,1
Yusuf Sanni,20210800335,Mathematics,200,44.0,1.0,64.0,31,48,6,34.338773647907594,1.0,0.0,0.5,35.1435707765042,1
Chioma Olawale,20201200336,Economics,100,62.0,7.0,43.0,66,60,9,51.384768589407805,1.0,3.0,2.0,52.0276160646222,0
Emeka Ajayi,20201500337,Geography,100,80.0,7.0,43.0,74,55,9,63.06307402124345,4.0,4.0,4.0,62.64253044041088,0
Ade Balogun,20210500338,English Language,400,98.0,,39.0,77,71,6,72.35120696102204,5.0,5.0,5.0,74.29941450848943,0
Aisha Olawale,20201100339,Early Childhood Education,400,64.0,9.0,41.0,53,70,7,57.65916626135254,3.0,4.0,3.5,61.850197926312106,0
Ade Eze,20200400340,Biology,400,80.0,6.0,67.0,51,52,7,57.03627902749182,3.0,3.0,3.0,58.02786354620807,0
Tunde Eze,20191300341,Yoruba Education,300,93.0,2.0,63.0,40,76,8,86.60007452319944,5.0,5.0,5.0,83.68492298536866,0
Ibrahim Sanni,20221400342,Political Science,100,49.0,5.0,70.0,87,42,8,74.91230184657293,5.0,4.0,4.5,72.22665041411527,0
Yusuf Okeke,20220400343,Biology,300,61.0,4.0,39.0,75,95,9,77.25612121765802,5.0,5.0,5.0,79.43484083747092,0
Sola Abdullahi,20231400344,Political Science,100,58.0,7.0,46.0,58,95,6,66.82584649609097,5.0,4.0,4.5,63.93507228102881,0
Chioma Okeke,20230500345,English Language,100,40.0,8.0,46.0,64,45,7,49.41868287828075,2.0,2.0,2.0,50.02184784021246,0
Ade Abdullahi,20190400346,Biology,200,46.0,,96.0,44,57,6,55.42575840871847,2.0,3.0,2.5,54.38913018446599,0
Emeka Ajayi,20231400347,Political Science,100,43.0,5.0,,89,64,5,79.22155794681576,5.0,5.0,5.0,76.00485008674984,0
Ade Ogunleye,20210200348,History,100,40.0,3.0,,71,70,6,51.29868076481471,4.0,3.0,3.5,53.79548953053734,0
Emeka Nwosu,20180400349,Biology,300,54.0,1.0,41.0,72,60,5,42.67596972821031,0.0,1.0,0.5,44.796280889396,1
Tunde Balogun,20180100350,Physics,100,79.0,3.0,33.0,78,61,8,47.26296011367657,2.0,2.0,2.0,43.19601220387251,0
Ibrahim Abdullahi,20181000351,Business Education,300,51.0,6.0,71.0,93,83,8,80.31314355375854,5.0,5.0,5.0,81.75747394069401,0
Tunde Abdullahi,20191200352,Economics,400,61.0,7.0,42.0,61,88,9,82.49640300189456,5.0,5.0,5.0,83.50218298674268,0
Tunde Okeke,20190700353,Chemistry,100,61.0,8.0,33.0,93,70,6,59.166824918348205,3.0,3.0,3.0,61.67919652542374,0
Tunde Balogun,20200800354,Mathematics,100,89.0,4.0,98.0,31,95,6,72.20419420036255,5.0,4.0,4.5,72.70454001632947,0
Tunde Adeyemi,20180200355,History,300,86.0,3.0,48.0,53,83,5,43.373875386241785,3.0,1.0,2.0,47.65438381150874,0
Kemi Abdullahi,20210600356,Guidance and Counselling,400,56.0,5.0,,95,69,8,77.24414173931926,5.0,5.0,5.0,76.86415909472694,0
Ade Eze,20230300357,Computer Science,200,68.0,9.0,41.0,67,57,5,32.75813956150012,0.0,0.0,0.0,31.941856369047624,1
Ibrahim Sanni,20210500358,English Language,400,85.0,6.0,35.0,60,66,8,70.01398932577305,4.0,4.0,4.0,67.08961669297953,0
Chioma Olawale,20230500359,English Language,300,53.0,,37.0,55,94,5,55.660163382236384,3.0,4.0,3.5,52.858337659982354,0
Emeka Adeyemi,20181500360,Geography,400,89.0,6.0,80.0,58,84,8,65.42197646562285,4.0,4.0,4.0,62.348521468576536,0
Yusuf Eze,20181100361,Early Childhood Education,300,,,40.0,96,33,5,52.41571573942597,2.0,2.0,2.0,53.07091467565829,0
Ade Sanni,20181300362,Yoruba Education,300,89.0,5.0,92.0,54,39,8,39.664373373466965,1.0,1.0,1.0,38.85707541743757,1
Ade Adeyemi,20190700363,Chemistry,200,87.0,9.0,86.0,77,76,5,64.32580970793262,5.0,4.0,4.5,65.3178893879032,0
Ngozi Nwosu,20230300364,Computer Science,100,72.0,8.0,,94,43,6,60.86344755274536,4.0,4.0,4.0,57.23570128936055,0
Tunde Abdullahi,20190500365,English Language,300,94.0,7.0,31.0,82,67,9,58.70526112956768,3.0,3.0,3.0,56.1381845290465,0
Emeka Okeke,20191200366,Economics,300,98.0,1.0,37.0,96,41,5,63.15266826500429,4.0,3.0,3.5,60.53503813467776,0
Chioma Ajayi,20220700367,Chemistry,200,82.0,4.0,40.0,47,74,9,54.375590189888335,2.0,3.0,2.5,60.883402395265385,0
Ibrahim Ogunleye,20210400368,Biology,300,54.0,7.0,82.0,38,46,6,56.20916843667734,3.0,3.0,3.0,55.71212444994323,0
Sola Eze,20210400369,Biology,100,51.0,7.0,39.0,67,64,6,54.07648149433395,3.0,3.0,3.0,53.87738252902079,0
Aisha Eze,20200600370,Guidance and Counselling,200,79.0,6.0,37.0,50,95,8,84.07543743958087,5.0,5.0,5.0,83.84307841778205,0
Aisha Eze,20190300371,Computer Science,100,93.0,8.0,65.0,94,70,9,94.52114168729648,5.0,5.0,5.0,99.179629647893,0
Kemi Balogun,20230500372,English Language,100,59.0,6.0,43.0,50,96,7,66.37034999093936,4.0,5.0,4.5,61.53033178569097,0
Chioma Okeke,20220800373,Mathematics,200,69.0,3.0,83.0,56,58,8,59.10060471076532,3.0,3.0,3.0,58.92090613782253,0
Yusuf Balogun,20220500374,English Language,300,77.0,4.0,50.0,99,47,9,71.11383089497426,5.0,4.0,4.5,66.24568874393673,0
Chioma Nwosu,20211200375,Economics,100,42.0,3.0,79.0,73,49,5,49.71972097494989,1.0,3.0,2.0,42.58027812765881,0
Emeka Okeke,20190400376,Biology,100,67.0,1.0,68.0,57,43,5,57.98780267481572,3.0,4.0,3.5,55.7850828317408,0
Yusuf Abdullahi,20201500377,Geography,100,95.0,5.0,49.0,74,63,6,83.22194987481903,5.0,5.0,5.0,84.45844141432954,0
Emeka Abdullahi,20191000378,Business Education,100,65.0,1.0,36.0,46,78,7,62.92428805759671,4.0,4.0,4.0,60.53094587937414,0
Ade Nwosu,20180100379,Physics,200,69.0,1.0,38.0,69,83,5,56.5037074665344,3.0,4.0,3.5,57.69100292110976,0
Kemi Sanni,20190100380,Physics,200,52.0,2.0,30.0,32,60,9,40.438331574041065,1.0,1.0,1.0,40.75776048755554,1
Tunde Olawale,20181400381,Political Science,400,52.0,4.0,55.0,95,87,9,85.26084281359633,5.0,5.0,5.0,84.8436460181887,0
Yusuf Ajayi,20180800382,Mathematics,400,41.0,6.0,,75,71,5,72.88826781828497,5.0,5.0,5.0,76.68315849759995,0
Yusuf Ajayi,20200500383,English Language,100,76.0,8.0,67.0,59,87,9,84.15099069078686,5.0,5.0,5.0,82.36288104124426,0
Kemi Abdullahi,20230100384,Physics,300,,3.0,90.0,98,59,9,56.56348477354695,3.0,3.0,3.0,57.70545103762778,0
Ngozi Olawale,20211400385,Political Science,100,77.0,1.0,73.0,38,54,6,62.50488312818834,3.0,4.0,3.5,57.09562284295297,0
Yusuf Adeyemi,20190300386,Computer Science,300,41.0,3.0,73.0,40,92,7,50.46180728359912,2.0,3.0,2.5,50.75814559625229,0
Ade Eze,20180400387,Biology,100,75.0,3.0,91.0,98,48,6,71.08973271129244,5.0,5.0,5.0,70.31808460075835,0
Ade Balogun,20191300388,Yoruba Education,400,93.0,5.0,35.0,95,37,7,81.88834146612116,5.0,5.0,5.0,78.34160226015597,0
Aisha Eze,20231100389,Early Childhood Education,400,65.0,4.0,46.0,60,32,9,47.48299937776527,3.0,2.0,2.5,48.67849571395048,0
Sola Sanni,20210200390,History,300,50.0,4.0,80.0,62,96,7,80.20159389778891,5.0,5.0,5.0,77.98474082608328,0
Ibrahim Eze,20230400391,Biology,100,47.0,9.0,67.0,68,46,9,28.77101107806708,0.0,0.0,0.0,33.96756480959977,1
Tunde Sanni,20210200392,History,300,83.0,7.0,53.0,75,43,9,64.88123489708957,4.0,4.0,4.0,57.57978538105479,0
Ngozi Balogun,20221500393,Geography,400,79.0,4.0,80.0,66,38,6,52.32808786764226,2.0,3.0,2.5,53.07286349292731,0
Ibrahim Balogun,20211000394,Business Education,100,,3.0,39.0,89,91,6,84.04835534164526,5.0,5.0,5.0,84.17644716502059,0
Ibrahim Okeke,20200700395,Chemistry,100,61.0,6.0,50.0,60,50,8,64.36038692673262,4.0,4.0,4.0,63.51779566000772,0
Yusuf Abdullahi,20230100396,Physics,300,59.0,3.0,99.0,40,66,5,49.89838387343461,2.0,2.0,2.0,48.31067677186557,0
Chioma Balogun,20180300397,Computer Science,200,47.0,6.0,86.0,31,40,8,45.68245229108039,1.0,0.0,0.5,45.888336890878655,1
Kemi Ogunleye,20220200398,History,300,68.0,9.0,68.0,56,49,8,83.14544081941973,5.0,5.0,5.0,86.33201474230131,0
